ID,yrbirth,social_immigrant_status,male_bl,female_bl,male_bd,female_bd,bl,sex,yrbirth_centre
VF64114,2000,local,NA,13.5,NA,4.4,13.5,Female,5.987143431
VF64182,2000,local,13.65,NA,4.65,NA,13.65,Male,5.987143431
VF64197,2000,local,NA,13.5,NA,4.4,13.5,Female,5.987143431
VF64201,2000,local,NA,13.8,NA,4.7,13.8,Female,5.987143431
VF64229,2000,local,13.75,NA,4.6,NA,13.75,Male,5.987143431
VF64234,2000,local,13.4,NA,4.7,NA,13.4,Male,5.987143431
VF64271,2000,local,12.9,NA,4.5,NA,12.9,Male,5.987143431
VF64318,2000,local,NA,13.5,NA,4.15,13.5,Female,5.987143431
VF64404,2000,local,14.1,NA,4.5,NA,14.1,Male,5.987143431
VF64406,2000,local,NA,13.95,NA,4.3,13.95,Female,5.987143431
VF64420,2000,local,14,NA,4.5,NA,14,Male,5.987143431
VF64426,2000,local,13.4,NA,4.6,NA,13.4,Male,5.987143431
VF64429,2000,local,NA,13.6,NA,4.35,13.6,Female,5.987143431
VF64456,2000,local,NA,13.5,NA,4.45,13.5,Female,5.987143431
VF64474,2000,local,13.9,NA,4.5,NA,13.9,Male,5.987143431
VF64477,2000,local,NA,13.4,NA,4.4,13.4,Female,5.987143431
VF64489,2000,local,13.4,NA,4.5,NA,13.4,Male,5.987143431
VF64494,2000,local,NA,13.2,NA,4.3,13.2,Female,5.987143431
VF64498,2000,local,NA,14.1,NA,4.3,14.1,Female,5.987143431
VF64504,2000,local,NA,14.9,NA,4.4,14.9,Female,5.987143431
VF64506,2000,local,14,NA,4.4,NA,14,Male,5.987143431
VF64521,2000,local,NA,13.2,NA,4.3,13.2,Female,5.987143431
VF64526,2000,local,NA,13.8,NA,4.4,13.8,Female,5.987143431
VF64533,2000,local,13.1,NA,4.8,NA,13.1,Male,5.987143431
VF64534,2000,local,NA,13,NA,4.6,13,Female,5.987143431
VF64535,2000,local,NA,13.45,NA,4.6,13.45,Female,5.987143431
VF64545,2000,local,13.4,NA,4.7,NA,13.4,Male,5.987143431
VF64547,2000,local,12.5,NA,4.55,NA,12.5,Male,5.987143431
VF64552,2000,local,12.8,NA,4.4,NA,12.8,Male,5.987143431
VF64559,2000,local,NA,13.3,NA,4.35,13.3,Female,5.987143431
VF64560,2000,local,NA,13.2,NA,4.4,13.2,Female,5.987143431
VF64561,2000,local,13.6,NA,4.4,NA,13.6,Male,5.987143431
VF64569,2000,local,NA,13.5,NA,4.4,13.5,Female,5.987143431
VF64574,2000,local,13,NA,4.5,NA,13,Male,5.987143431
VF64575,2000,local,13.7,NA,4.5,NA,13.7,Male,5.987143431
VF64579,2000,local,14,NA,4.4,NA,14,Male,5.987143431
VF64593,2000,local,13.8,NA,4.7,NA,13.8,Male,5.987143431
VF64595,2000,local,13.5,NA,4.45,NA,13.5,Male,5.987143431
VF64605,2000,local,NA,13.2,NA,4.4,13.2,Female,5.987143431
VF64606,2000,local,NA,14.1,NA,4.45,14.1,Female,5.987143431
VF64612,2000,local,13.6,NA,4.6,NA,13.6,Male,5.987143431
VF64613,2000,local,NA,14.1,NA,4.6,14.1,Female,5.987143431
VF64614,2000,local,NA,14,NA,4.5,14,Female,5.987143431
VF64615,2000,local,NA,14.4,NA,4.9,14.4,Female,5.987143431
VF64622,2000,local,NA,13.8,NA,4.7,13.8,Female,5.987143431
VF64631,2000,local,NA,13.2,NA,4.4,13.2,Female,5.987143431
VF64655,2000,local,14,NA,4.8,NA,14,Male,5.987143431
VF64662,2000,local,NA,13.4,NA,4.5,13.4,Female,5.987143431
VF64667,2000,local,NA,13.5,NA,4.3,13.5,Female,5.987143431
VF64676,2000,local,NA,13.85,NA,4.6,13.85,Female,5.987143431
VF64680,2000,local,NA,14.2,NA,4.5,14.2,Female,5.987143431
VF64691,2000,local,13.9,NA,4.6,NA,13.9,Male,5.987143431
VF64699,2000,local,NA,13.9,NA,4.6,13.9,Female,5.987143431
VF64700,2000,local,13.6,NA,4.6,NA,13.6,Male,5.987143431
VF64710,2000,local,NA,13.8,NA,4.2,13.8,Female,5.987143431
VF64713,2000,local,13.4,NA,4.7,NA,13.4,Male,5.987143431
VN85410,2000,local,NA,13.5,NA,4.35,13.5,Female,5.987143431
VN85500,2000,local,12.7,NA,4.8,NA,12.7,Male,5.987143431
VN87359,2000,local,NA,13.5,NA,4.5,13.5,Female,5.987143431
VR91981,2000,local,13.6,NA,4.7,NA,13.6,Male,5.987143431
VS83730,2000,local,13.5,NA,4.6,NA,13.5,Male,5.987143431
VS83731,2000,local,NA,14,NA,4.5,14,Female,5.987143431
VS83736,2000,local,13.9,NA,4.8,NA,13.9,Male,5.987143431
VS83747,2000,local,NA,14.3,NA,4.5,14.3,Female,5.987143431
VS83749,2000,local,NA,14,NA,4.5,14,Female,5.987143431
VS83758,2000,local,13.3,NA,4.7,NA,13.3,Male,5.987143431
VS83766,2000,local,NA,13.6,NA,4.5,13.6,Female,5.987143431
VS83770,2000,local,NA,14,NA,4.7,14,Female,5.987143431
VS83777,2000,local,14.3,NA,4.9,NA,14.3,Male,5.987143431
VS83778,2000,local,NA,13.6,NA,4.5,13.6,Female,5.987143431
VS83783,2000,local,13.5,NA,4.7,NA,13.5,Male,5.987143431
VS83785,2000,local,13.5,NA,4.5,NA,13.5,Male,5.987143431
VS83786,2000,local,NA,14.1,NA,4.5,14.1,Female,5.987143431
VS83792,2000,local,NA,13.6,NA,4.6,13.6,Female,5.987143431
VS83797,2000,local,13.6,NA,4.6,NA,13.6,Male,5.987143431
VS83800,2000,local,13.8,NA,4.5,NA,13.8,Male,5.987143431
VS84323,2000,local,NA,13.3,NA,4.4,13.3,Female,5.987143431
VS84326,2000,local,13.3,NA,4.5,NA,13.3,Male,5.987143431
VS84331,2000,local,NA,13.4,NA,4.2,13.4,Female,5.987143431
VS84332,2000,local,NA,13.65,NA,4.6,13.65,Female,5.987143431
VS84351,2000,local,13.7,NA,4.4,NA,13.7,Male,5.987143431
VS84356,2000,local,14.45,NA,4.65,NA,14.45,Male,5.987143431
VS84357,2000,local,NA,14.1,NA,4.4,14.1,Female,5.987143431
VS84358,2000,local,NA,14,NA,4.3,14,Female,5.987143431
VS84368,2000,local,NA,13.9,NA,4.3,13.9,Female,5.987143431
VS84371,2000,local,NA,13.1,NA,4.5,13.1,Female,5.987143431
VS84372,2000,local,NA,13.5,NA,4.3,13.5,Female,5.987143431
VS84375,2000,local,13.75,NA,4.6,NA,13.75,Male,5.987143431
VS84380,2000,local,NA,14.2,NA,4.4,14.2,Female,5.987143431
VS84381,2000,local,13.9,NA,4.6,NA,13.9,Male,5.987143431
VS84385,2000,local,13.8,NA,4.7,NA,13.8,Male,5.987143431
VS84403,2000,local,NA,13.6,NA,4.3,13.6,Female,5.987143431
VS84406,2000,local,13.3,NA,4.9,NA,13.3,Male,5.987143431
VS84408,2000,local,NA,13.2,NA,4.5,13.2,Female,5.987143431
VS84417,2000,local,14.4,NA,4.65,NA,14.4,Male,5.987143431
VS84423,2000,local,14.1,NA,4.6,NA,14.1,Male,5.987143431
VS84425,2000,local,NA,14,NA,4.4,14,Female,5.987143431
VS84428,2000,local,13.3,NA,4.5,NA,13.3,Male,5.987143431
VS84430,2000,local,13.7,NA,4.6,NA,13.7,Male,5.987143431
VS84431,2000,local,NA,13.8,NA,4.45,13.8,Female,5.987143431
VS84435,2000,local,13.5,NA,4.85,NA,13.5,Male,5.987143431
VS84438,2000,local,13.3,NA,4.8,NA,13.3,Male,5.987143431
VS84443,2000,local,NA,13.3,NA,4.4,13.3,Female,5.987143431
VS84449,2000,local,13.2,NA,4.5,NA,13.2,Male,5.987143431
VS84455,2000,local,NA,13.95,NA,4.7,13.95,Female,5.987143431
VS84469,2000,local,14.3,NA,4.6,NA,14.3,Male,5.987143431
VS84472,2000,local,13.6,NA,4.5,NA,13.6,Male,5.987143431
VS84473,2000,local,NA,14.1,NA,4.4,14.1,Female,5.987143431
VS84483,2000,local,13.8,NA,4.7,NA,13.8,Male,5.987143431
VS84489,2000,local,NA,13.55,NA,4.45,13.55,Female,5.987143431
VS84491,2000,local,NA,14,NA,4.3,14,Female,5.987143431
VS84492,2000,local,14.4,NA,4.5,NA,14.4,Male,5.987143431
VS84581,2000,local,NA,14,NA,4.5,14,Female,5.987143431
VS84592,2000,local,12.4,NA,4.65,NA,12.4,Male,5.987143431
VS84673,2000,local,NA,13.3,NA,4.4,13.3,Female,5.987143431
VS84688,2000,local,NA,13.6,NA,4.5,13.6,Female,5.987143431
VS84692,2000,local,NA,13.6,NA,4.4,13.6,Female,5.987143431
N200530,2001,immigrant,13,NA,4.5,NA,13,Male,6.987143431
N200532,2001,immigrant,13.8,NA,4.5,NA,13.8,Male,6.987143431
N200559,2001,immigrant,NA,13.7,NA,4.4,13.7,Female,6.987143431
N200579,2001,immigrant,12.6,NA,4.5,NA,12.6,Male,6.987143431
N200580,2001,immigrant,12.9,NA,4.55,NA,12.9,Male,6.987143431
N200581,2001,immigrant,NA,13.1,NA,4.4,13.1,Female,6.987143431
N200582,2001,immigrant,NA,14.2,NA,4.3,14.2,Female,6.987143431
N200583,2001,immigrant,13.95,NA,4.7,NA,13.95,Male,6.987143431
N200584,2001,immigrant,13.95,NA,4.4,NA,13.95,Male,6.987143431
N200585,2001,immigrant,NA,13.55,NA,4.4,13.55,Female,6.987143431
N200586,2001,immigrant,13.45,NA,4.7,NA,13.45,Male,6.987143431
N200587,2001,immigrant,13.2,NA,4.5,NA,13.2,Male,6.987143431
N200588,2001,immigrant,NA,13.7,NA,4.4,13.7,Female,6.987143431
N200589,2001,immigrant,NA,13.3,NA,4.4,13.3,Female,6.987143431
N200590,2001,immigrant,13.6,NA,4.5,NA,13.6,Male,6.987143431
N200591,2001,immigrant,13.1,NA,4.7,NA,13.1,Male,6.987143431
N200592,2001,immigrant,NA,13.7,NA,4.3,13.7,Female,6.987143431
N200594,2001,immigrant,NA,14.2,NA,4.4,14.2,Female,6.987143431
N200595,2001,immigrant,NA,13.5,NA,4.3,13.5,Female,6.987143431
N200596,2001,immigrant,13.6,NA,4.6,NA,13.6,Male,6.987143431
N200597,2001,immigrant,NA,13.4,NA,4.5,13.4,Female,6.987143431
N200599,2001,immigrant,NA,13.35,NA,4.6,13.35,Female,6.987143431
N200600,2001,immigrant,13.2,NA,4.4,NA,13.2,Male,6.987143431
N200669,2001,immigrant,NA,12.8,NA,4.45,12.8,Female,6.987143431
N200673,2001,immigrant,13.25,NA,4.7,NA,13.25,Male,6.987143431
N200676,2001,immigrant,13.7,NA,4.6,NA,13.7,Male,6.987143431
N200679,2001,immigrant,13,NA,4.5,NA,13,Male,6.987143431
N200681,2001,immigrant,13.2,NA,4.6,NA,13.2,Male,6.987143431
N200701,2001,immigrant,NA,13.5,NA,4.5,13.5,Female,6.987143431
N200702,2001,immigrant,NA,12.5,NA,4.2,12.5,Female,6.987143431
N200703,2001,immigrant,NA,13.3,NA,4.3,13.3,Female,6.987143431
N200705,2001,immigrant,13.4,NA,4.6,NA,13.4,Male,6.987143431
N200706,2001,immigrant,NA,13.5,NA,4.25,13.5,Female,6.987143431
N200708,2001,immigrant,NA,13.1,NA,4.6,13.1,Female,6.987143431
N200709,2001,immigrant,NA,13.75,NA,4.3,13.75,Female,6.987143431
N200710,2001,immigrant,NA,13.9,NA,4.5,13.9,Female,6.987143431
N200711,2001,immigrant,NA,13,NA,4.2,13,Female,6.987143431
N200712,2001,immigrant,NA,13.2,NA,4.3,13.2,Female,6.987143431
N200714,2001,immigrant,13.4,NA,4.7,NA,13.4,Male,6.987143431
N200715,2001,immigrant,NA,13.3,NA,4.4,13.3,Female,6.987143431
VF63573,2001,local,NA,13.95,NA,4.3,13.95,Female,6.987143431
VF64371,2001,local,13.7,NA,4.4,NA,13.7,Male,6.987143431
VF64374,2001,local,13.9,NA,4.55,NA,13.9,Male,6.987143431
VF64381,2001,local,13.85,NA,4.7,NA,13.85,Male,6.987143431
VF64396,2001,local,13.05,NA,4.55,NA,13.05,Male,6.987143431
VF64722,2001,local,NA,13.8,NA,4.8,13.8,Female,6.987143431
VF64724,2001,local,NA,14.8,NA,4.45,14.8,Female,6.987143431
VF64727,2001,local,NA,14.1,NA,4.4,14.1,Female,6.987143431
VF64728,2001,local,13,NA,4.45,NA,13,Male,6.987143431
VF64737,2001,local,13.6,NA,4.6,NA,13.6,Male,6.987143431
VF64738,2001,local,13.8,NA,4.6,NA,13.8,Male,6.987143431
VF64743,2001,local,13.8,NA,4.5,NA,13.8,Male,6.987143431
VF64760,2001,local,12.8,NA,4.3,NA,12.8,Male,6.987143431
VF64765,2001,local,12.9,NA,4.55,NA,12.9,Male,6.987143431
VF64768,2001,local,NA,13.65,NA,4.4,13.65,Female,6.987143431
VF64772,2001,local,12.9,NA,4.55,NA,12.9,Male,6.987143431
VF64776,2001,local,13.5,NA,4.4,NA,13.5,Male,6.987143431
VF64789,2001,local,NA,13.5,NA,4.4,13.5,Female,6.987143431
VF64795,2001,local,13.9,NA,4.5,NA,13.9,Male,6.987143431
VS83099,2001,local,13.4,NA,4.4,NA,13.4,Male,6.987143431
VS83115,2001,local,13.45,NA,4.8,NA,13.45,Male,6.987143431
VS84757,2001,local,13.3,NA,4.4,NA,13.3,Male,6.987143431
VT33008,2001,local,13.65,NA,4.5,NA,13.65,Male,6.987143431
VT33013,2001,local,NA,13.9,NA,4.6,13.9,Female,6.987143431
VT33014,2001,local,NA,14,NA,4.3,14,Female,6.987143431
VT33022,2001,local,NA,13.85,NA,4.7,13.85,Female,6.987143431
VT33023,2001,local,NA,13.2,NA,4.5,13.2,Female,6.987143431
VT33031,2001,local,13,NA,4.4,NA,13,Male,6.987143431
VT33038,2001,local,NA,13.3,NA,4.4,13.3,Female,6.987143431
VT33072,2001,local,13.5,NA,4.5,NA,13.5,Male,6.987143431
VT33093,2001,local,13.9,NA,4.6,NA,13.9,Male,6.987143431
VT33111,2001,local,NA,13.1,NA,4.4,13.1,Female,6.987143431
VT33143,2001,local,13.1,NA,4.5,NA,13.1,Male,6.987143431
VT33188,2001,local,14.15,NA,4.65,NA,14.15,Male,6.987143431
VT33221,2001,local,13.5,NA,4.8,NA,13.5,Male,6.987143431
VT34006,2001,local,NA,13.5,NA,4.2,13.5,Female,6.987143431
VT34095,2001,local,NA,13.9,NA,4.3,13.9,Female,6.987143431
VT34210,2001,local,14.1,NA,4.7,NA,14.1,Male,6.987143431
VT34285,2001,local,13.55,NA,4.45,NA,13.55,Male,6.987143431
VT34294,2001,local,12.8,NA,4.6,NA,12.8,Male,6.987143431
VT34319,2001,local,NA,13.4,NA,4.4,13.4,Female,6.987143431
VT34325,2001,local,12.6,NA,4.4,NA,12.6,Male,6.987143431
VT34337,2001,local,NA,13.9,NA,4.5,13.9,Female,6.987143431
VT34380,2001,local,NA,13.8,NA,4.5,13.8,Female,6.987143431
VT34382,2001,local,NA,13.8,NA,4.4,13.8,Female,6.987143431
VT34395,2001,local,NA,13.2,NA,4.45,13.2,Female,6.987143431
VT34632,2001,local,NA,13.7,NA,4.45,13.7,Female,6.987143431
VT34705,2001,local,NA,13.3,NA,4.5,13.3,Female,6.987143431
VT34731,2001,local,NA,13.7,NA,4.6,13.7,Female,6.987143431
VT34739,2001,local,NA,13.4,NA,4.5,13.4,Female,6.987143431
VT34741,2001,local,13.8,NA,4.6,NA,13.8,Male,6.987143431
VT34751,2001,local,NA,12.85,NA,4.4,12.85,Female,6.987143431
VT34759,2001,local,NA,13.7,NA,4.5,13.7,Female,6.987143431
VT34793,2001,local,13.8,NA,4.6,NA,13.8,Male,6.987143431
VT34825,2001,local,NA,15,NA,4.5,15,Female,6.987143431
VT34876,2001,local,13.1,NA,4.6,NA,13.1,Male,6.987143431
VT34881,2001,local,NA,13,NA,4.3,13,Female,6.987143431
VT34892,2001,local,13.15,NA,4.5,NA,13.15,Male,6.987143431
N200730,2002,immigrant,13.7,NA,4.55,NA,13.7,Male,7.987143431
N200750,2002,immigrant,NA,13.2,NA,4.4,13.2,Female,7.987143431
N200773,2002,immigrant,NA,14.05,NA,4.6,14.05,Female,7.987143431
N200780,2002,immigrant,NA,13.7,NA,4.4,13.7,Female,7.987143431
N200788,2002,immigrant,13.1,NA,4.5,NA,13.1,Male,7.987143431
N200803,2002,immigrant,12.3,NA,4.3,NA,12.3,Male,7.987143431
N200806,2002,immigrant,NA,13.5,NA,4.4,13.5,Female,7.987143431
N200807,2002,immigrant,NA,13.8,NA,4.3,13.8,Female,7.987143431
N200808,2002,immigrant,12.6,NA,4.3,NA,12.6,Male,7.987143431
N200809,2002,immigrant,13.2,NA,4.6,NA,13.2,Male,7.987143431
N200810,2002,immigrant,NA,13.3,NA,4.4,13.3,Female,7.987143431
N200811,2002,immigrant,NA,13,NA,4.35,13,Female,7.987143431
N200812,2002,immigrant,NA,14.5,NA,4.3,14.5,Female,7.987143431
N200814,2002,immigrant,NA,13.7,NA,4.45,13.7,Female,7.987143431
N200815,2002,immigrant,13.6,NA,4.4,NA,13.6,Male,7.987143431
N200816,2002,immigrant,NA,13.25,NA,4.4,13.25,Female,7.987143431
N200817,2002,immigrant,NA,13.6,NA,4.35,13.6,Female,7.987143431
N200818,2002,immigrant,NA,13.6,NA,4.4,13.6,Female,7.987143431
N200819,2002,immigrant,NA,13.2,NA,4.35,13.2,Female,7.987143431
N200820,2002,immigrant,13.2,NA,4.55,NA,13.2,Male,7.987143431
N200821,2002,immigrant,NA,13.6,NA,4.5,13.6,Female,7.987143431
N200822,2002,immigrant,13.8,NA,4.8,NA,13.8,Male,7.987143431
N200823,2002,immigrant,13.5,NA,4.9,NA,13.5,Male,7.987143431
N200825,2002,immigrant,NA,13.6,NA,4.5,13.6,Female,7.987143431
N200826,2002,immigrant,NA,13.85,NA,4.4,13.85,Female,7.987143431
N200827,2002,immigrant,13.8,NA,4.5,NA,13.8,Male,7.987143431
P439004,2002,immigrant,NA,13.6,NA,4.4,13.6,Female,7.987143431
P439006,2002,immigrant,13.8,NA,4.6,NA,13.8,Male,7.987143431
P439042,2002,immigrant,NA,13.1,NA,4.5,13.1,Female,7.987143431
P439046,2002,immigrant,NA,12.8,NA,4.5,12.8,Female,7.987143431
P439082,2002,immigrant,NA,13.7,NA,4.4,13.7,Female,7.987143431
P439096,2002,immigrant,13.6,NA,4.4,NA,13.6,Male,7.987143431
P439113,2002,immigrant,NA,13.75,NA,4.35,13.75,Female,7.987143431
R040039,2002,immigrant,13,NA,4.3,NA,13,Male,7.987143431
R040074,2002,immigrant,13.8,NA,4.6,NA,13.8,Male,7.987143431
R040112,2002,immigrant,13.8,NA,4.7,NA,13.8,Male,7.987143431
R040127,2002,immigrant,NA,13,NA,4.3,13,Female,7.987143431
R040132,2002,immigrant,13.7,NA,4.5,NA,13.7,Male,7.987143431
R040141,2002,immigrant,13.4,NA,4.4,NA,13.4,Male,7.987143431
R040149,2002,immigrant,NA,13.3,NA,4.1,13.3,Female,7.987143431
R040159,2002,immigrant,12.9,NA,4.6,NA,12.9,Male,7.987143431
TA15200,2002,local,NA,14.4,NA,4.4,14.4,Female,7.987143431
TA15479,2002,local,NA,14.1,NA,4.4,14.1,Female,7.987143431
TA15484,2002,local,14,NA,4.6,NA,14,Male,7.987143431
TA15501,2002,local,NA,13.7,NA,4.3,13.7,Female,7.987143431
TA15531,2002,local,NA,13.9,NA,4.4,13.9,Female,7.987143431
TA15539,2002,local,13.9,NA,4.5,NA,13.9,Male,7.987143431
TA15541,2002,local,NA,13.7,NA,4.3,13.7,Female,7.987143431
TA15577,2002,local,NA,13.4,NA,4.2,13.4,Female,7.987143431
TA15588,2002,local,NA,13.6,NA,4.4,13.6,Female,7.987143431
TA15596,2002,local,13.6,NA,4.55,NA,13.6,Male,7.987143431
TA15668,2002,local,NA,13.5,NA,4.4,13.5,Female,7.987143431
TA15720,2002,local,NA,13.35,NA,4.5,13.35,Female,7.987143431
TA16484,2002,local,NA,14.15,NA,4.65,14.15,Female,7.987143431
TA16588,2002,local,NA,13.9,NA,4.4,13.9,Female,7.987143431
TA16589,2002,local,NA,13.7,NA,4.4,13.7,Female,7.987143431
TA16701,2002,local,NA,13.4,NA,4.3,13.4,Female,7.987143431
TA16706,2002,local,13.2,NA,4.7,NA,13.2,Male,7.987143431
TA16712,2002,local,12.8,NA,4.5,NA,12.8,Male,7.987143431
TA16721,2002,local,NA,13.9,NA,4.4,13.9,Female,7.987143431
TA16757,2002,local,NA,13.8,NA,4.3,13.8,Female,7.987143431
TA16786,2002,local,NA,13.7,NA,4.6,13.7,Female,7.987143431
TA16793,2002,local,13,NA,4.65,NA,13,Male,7.987143431
TA16800,2002,local,NA,13.5,NA,4.3,13.5,Female,7.987143431
TA16843,2002,local,NA,13.6,NA,4.3,13.6,Female,7.987143431
TA16845,2002,local,13.75,NA,4.5,NA,13.75,Male,7.987143431
TA16861,2002,local,NA,13.9,NA,4.2,13.9,Female,7.987143431
TA16864,2002,local,NA,14.2,NA,4.4,14.2,Female,7.987143431
TA16865,2002,local,13.1,NA,4.4,NA,13.1,Male,7.987143431
TA16894,2002,local,NA,14.7,NA,4.3,14.7,Female,7.987143431
TA16896,2002,local,13.6,NA,4.4,NA,13.6,Male,7.987143431
TA16908,2002,local,13.55,NA,4.8,NA,13.55,Male,7.987143431
TA16909,2002,local,13.3,NA,4.5,NA,13.3,Male,7.987143431
TA16923,2002,local,NA,13.6,NA,4.3,13.6,Female,7.987143431
TA16928,2002,local,NA,13.8,NA,4.4,13.8,Female,7.987143431
TA16957,2002,local,NA,13.7,NA,4.3,13.7,Female,7.987143431
TA16975,2002,local,14.3,NA,4.4,NA,14.3,Male,7.987143431
TA16995,2002,local,NA,13.55,NA,4.25,13.55,Female,7.987143431
VR27832,2002,local,NA,13.7,NA,4.3,13.7,Female,7.987143431
VR27836,2002,local,13.2,NA,4.6,NA,13.2,Male,7.987143431
VR27842,2002,local,NA,14,NA,4.6,14,Female,7.987143431
VR27854,2002,local,NA,13.7,NA,4.4,13.7,Female,7.987143431
VR27888,2002,local,NA,13.2,NA,4.1,13.2,Female,7.987143431
VT33313,2002,local,NA,13.1,NA,4.1,13.1,Female,7.987143431
VT33316,2002,local,NA,13.2,NA,4.3,13.2,Female,7.987143431
VT33317,2002,local,13,NA,4.4,NA,13,Male,7.987143431
VT33336,2002,local,NA,13.9,NA,4.4,13.9,Female,7.987143431
VT33378,2002,local,NA,14.6,NA,4.3,14.6,Female,7.987143431
VT33379,2002,local,13.6,NA,4.25,NA,13.6,Male,7.987143431
VT33381,2002,local,NA,13.7,NA,4.3,13.7,Female,7.987143431
VT33383,2002,local,NA,13.85,NA,4.5,13.85,Female,7.987143431
VT33395,2002,local,NA,13.5,NA,4.4,13.5,Female,7.987143431
VT33396,2002,local,NA,14.2,NA,4.25,14.2,Female,7.987143431
VT33419,2002,local,13.6,NA,4.4,NA,13.6,Male,7.987143431
VT33463,2002,local,13.35,NA,4.7,NA,13.35,Male,7.987143431
VT33480,2002,local,13.8,NA,4.7,NA,13.8,Male,7.987143431
VT33486,2002,local,13.3,NA,4.25,NA,13.3,Male,7.987143431
VT33500,2002,local,13.45,NA,4.5,NA,13.45,Male,7.987143431
VT33506,2002,local,13.7,NA,4.5,NA,13.7,Male,7.987143431
VT33529,2002,local,NA,13.5,NA,4.5,13.5,Female,7.987143431
VT33548,2002,local,13.5,NA,4.8,NA,13.5,Male,7.987143431
VT33550,2002,local,13.2,NA,4.4,NA,13.2,Male,7.987143431
VT33556,2002,local,NA,13.75,NA,4.4,13.75,Female,7.987143431
VT33595,2002,local,13.4,NA,4.6,NA,13.4,Male,7.987143431
VT33603,2002,local,13.85,NA,4.55,NA,13.85,Male,7.987143431
VT33629,2002,local,13.4,NA,4.4,NA,13.4,Male,7.987143431
VT33662,2002,local,NA,13.8,NA,4.3,13.8,Female,7.987143431
VT33689,2002,local,NA,13.5,NA,4.2,13.5,Female,7.987143431
VT33693,2002,local,13.5,NA,4.5,NA,13.5,Male,7.987143431
VT33711,2002,local,13.8,NA,4.6,NA,13.8,Male,7.987143431
VT33713,2002,local,NA,13.5,NA,4.2,13.5,Female,7.987143431
VT33733,2002,local,NA,14.4,NA,4.3,14.4,Female,7.987143431
VT33739,2002,local,NA,13,NA,4.3,13,Female,7.987143431
VT33740,2002,local,NA,13.9,NA,4.4,13.9,Female,7.987143431
VT33752,2002,local,NA,13.7,NA,4.55,13.7,Female,7.987143431
VT33760,2002,local,13.3,NA,4.4,NA,13.3,Male,7.987143431
VT33764,2002,local,NA,13.5,NA,4.3,13.5,Female,7.987143431
VT33779,2002,local,13.35,NA,4.35,NA,13.35,Male,7.987143431
VT33942,2002,local,14.2,NA,4.3,NA,14.2,Male,7.987143431
VT33944,2002,local,13.6,NA,4.35,NA,13.6,Male,7.987143431
VT33949,2002,local,13.5,NA,4.4,NA,13.5,Male,7.987143431
VT33962,2002,local,NA,13.4,NA,4.3,13.4,Female,7.987143431
F952917,2003,immigrant,NA,13,NA,4.3,13,Female,8.987143431
F952951,2003,immigrant,NA,13.4,NA,4.3,13.4,Female,8.987143431
F952990,2003,immigrant,NA,13.7,NA,4.3,13.7,Female,8.987143431
F952994,2003,immigrant,NA,13.8,NA,4.4,13.8,Female,8.987143431
N200850,2003,immigrant,13.3,NA,4.7,NA,13.3,Male,8.987143431
P439190,2003,immigrant,13.5,NA,4.55,NA,13.5,Male,8.987143431
P439191,2003,immigrant,13,NA,4.6,NA,13,Male,8.987143431
T177505,2003,immigrant,14.1,NA,4.1,NA,14.1,Male,8.987143431
T177506,2003,immigrant,NA,13.7,NA,4.4,13.7,Female,8.987143431
T177507,2003,immigrant,NA,13.2,NA,4.2,13.2,Female,8.987143431
T177508,2003,immigrant,12.7,NA,4.6,NA,12.7,Male,8.987143431
T177509,2003,immigrant,NA,13.8,NA,4.4,13.8,Female,8.987143431
T177521,2003,immigrant,NA,14.3,NA,4.3,14.3,Female,8.987143431
T177522,2003,immigrant,14.2,NA,4.5,NA,14.2,Male,8.987143431
T177523,2003,immigrant,NA,13.8,NA,4.4,13.8,Female,8.987143431
T177532,2003,immigrant,NA,13.2,NA,4.5,13.2,Female,8.987143431
TA15297,2003,local,13.6,NA,4.5,NA,13.6,Male,8.987143431
TB21811,2003,local,NA,13.8,NA,4.5,13.8,Female,8.987143431
VF63172,2003,local,NA,13.35,NA,4.3,13.35,Female,8.987143431
VF64802,2003,local,NA,15.1,NA,4.6,15.1,Female,8.987143431
VF64825,2003,local,13.5,NA,4.55,NA,13.5,Male,8.987143431
VH21716,2003,local,NA,14.7,NA,4.5,14.7,Female,8.987143431
VH21778,2003,local,NA,13.2,NA,4.5,13.2,Female,8.987143431
VN57445,2003,local,NA,14.3,NA,4.5,14.3,Female,8.987143431
VR91221,2003,local,NA,14,NA,4.4,14,Female,8.987143431
VR91375,2003,local,NA,13.5,NA,4.4,13.5,Female,8.987143431
VR91385,2003,local,13.5,NA,4.6,NA,13.5,Male,8.987143431
VR98317,2003,local,NA,13.8,NA,4.2,13.8,Female,8.987143431
VR98327,2003,local,NA,13.5,NA,4.5,13.5,Female,8.987143431
VS83864,2003,local,NA,13.9,NA,4.3,13.9,Female,8.987143431
VS83870,2003,local,13.7,NA,4.4,NA,13.7,Male,8.987143431
VS84918,2003,local,12.6,NA,4.5,NA,12.6,Male,8.987143431
VS84950,2003,local,13.5,NA,4.5,NA,13.5,Male,8.987143431
VS84959,2003,local,NA,13,NA,4.2,13,Female,8.987143431
VS84962,2003,local,13,NA,4.5,NA,13,Male,8.987143431
VS84963,2003,local,13.2,NA,4.6,NA,13.2,Male,8.987143431
VS84968,2003,local,13.2,NA,4.6,NA,13.2,Male,8.987143431
E985041,2004,immigrant,NA,14.2,NA,4.6,14.2,Female,9.987143431
