"","ring","date","seeds","recs","pit","yr","sp","ring.info"
"5131.7","tl36478","2008-09-24",38,49,"2E972C","2008","G","2008pullus"
"5131.8","tl36478","2008-09-25",55,72,"2E972C","2008","G","2008pullus"
"5131.9","tl36478","2008-09-26",47,64,"2E972C","2008","G","2008pullus"
"5131.10","tl36478","2008-09-27",11,17,"2E972C","2008","G","2008pullus"
"5131.11","tl36478","2008-09-28",9,12,"2E972C","2008","G","2008pullus"
"5131.12","tl36478","2008-09-29",6,7,"2E972C","2008","G","2008pullus"
"5131.13","tl36478","2008-10-01",44,51,"2E972C","2008","G","2008pullus"
"5131.14","tl36478","2008-10-02",65,72,"2E972C","2008","G","2008pullus"
"5131.15","tl36478","2008-10-03",59,65,"2E972C","2008","G","2008pullus"
"5131.16","tl36478","2008-10-04",7,15,"2E972C","2008","G","2008pullus"
"5131.17","tl36478","2008-10-05",4,8,"2E972C","2008","G","2008pullus"
"5131.18","tl36478","2008-10-06",42,45,"2E972C","2008","G","2008pullus"
"5131.19","tl36478","2008-10-07",39,52,"2E972C","2008","G","2008pullus"
"5131.20","tl36478","2008-10-08",6,8,"2E972C","2008","G","2008pullus"
"5131.21","tl36478","2008-10-13",11,13,"2E972C","2008","G","2008pullus"
"5131.22","tl36478","2008-10-14",38,39,"2E972C","2008","G","2008pullus"
"5131.23","tl36478","2008-10-15",7,10,"2E972C","2008","G","2008pullus"
"5131.24","tl36478","2009-01-26",33,35,"2E972C","2009","G","2008pullus"
"5131.25","tl36478","2009-01-27",49,52,"2E972C","2009","G","2008pullus"
"5131.26","tl36478","2009-01-28",43,44,"2E972C","2009","G","2008pullus"
"5131.27","tl36478","2009-01-29",34,35,"2E972C","2009","G","2008pullus"
"5131.28","tl36478","2009-01-30",12,13,"2E972C","2009","G","2008pullus"
"5131.29","tl36478","2009-01-31",26,29,"2E972C","2009","G","2008pullus"
"5131.30","tl36478","2009-02-01",3,3,"2E972C","2009","G","2008pullus"
"5131.31","tl36478","2009-02-19",16,17,"2E972C","2009","G","2008pullus"
"5131.32","tl36478","2009-02-20",22,23,"2E972C","2009","G","2008pullus"
"5131.33","tl36478","2009-02-21",8,9,"2E972C","2009","G","2008pullus"
"5131.34","tl36478","2009-02-22",3,3,"2E972C","2009","G","2008pullus"
"5131.35","tl36478","2009-02-23",4,4,"2E972C","2009","G","2008pullus"
"5131.36","tl36478","2009-02-24",14,16,"2E972C","2009","G","2008pullus"
"5131.37","tl36478","2009-02-25",4,6,"2E972C","2009","G","2008pullus"
"5131.38","tl36478","2009-02-26",1,1,"2E972C","2009","G","2008pullus"
"5466","tl37445","2008-09-18",6,7,"2E97BF","2008","G","2008pullus"
"4035","t640776","2010-02-04",2,2,"2E97CD","2010","G","2008/09winter"
"4035.1","t640776","2010-02-05",10,11,"2E97CD","2010","G","2008/09winter"
"4035.2","t640776","2010-02-06",1,1,"2E97CD","2010","G","2008/09winter"
"4052","tc58947","2008-12-17",12,12,"2E9875","2008","G","2008/09winter"
"4052.1","tc58947","2008-12-19",21,21,"2E9875","2008","G","2008/09winter"
"4052.2","tc58947","2008-12-29",10,10,"2E9875","2008","G","2008/09winter"
"4052.3","tc58947","2008-12-30",30,34,"2E9875","2008","G","2008/09winter"
"4052.4","tc58947","2008-12-31",35,39,"2E9875","2008","G","2008/09winter"
"4052.5","tc58947","2009-01-01",14,15,"2E9875","2009","G","2008/09winter"
"5084","tl36424","2008-09-19",1,1,"2E98C6","2008","G","2008pullus"
"10695","tp28798","2009-09-17",12,13,"2E98FE","2009","G","2009pullus"
"10695.1","tp28798","2009-09-19",5,5,"2E98FE","2009","G","2009pullus"
"10695.2","tp28798","2009-09-20",8,9,"2E98FE","2009","G","2009pullus"
"10695.3","tp28798","2009-09-21",4,4,"2E98FE","2009","G","2009pullus"
"10695.4","tp28798","2009-09-22",10,12,"2E98FE","2009","G","2009pullus"
"6023","tl39042","2008-08-23",8,8,"2E99C6","2008","G","2008pullus"
"6023.1","tl39042","2008-08-24",20,21,"2E99C6","2008","G","2008pullus"
"6023.2","tl39042","2008-09-15",1,2,"2E99C6","2008","G","2008pullus"
"6023.3","tl39042","2008-09-20",2,3,"2E99C6","2008","G","2008pullus"
"6023.4","tl39042","2008-09-23",15,16,"2E99C6","2008","G","2008pullus"
"6023.5","tl39042","2008-09-24",4,4,"2E99C6","2008","G","2008pullus"
"4329","t640378","2008-10-06",16,18,"2E9B28","2008","G","2008breeder"
"4329.1","t640378","2008-10-07",3,3,"2E9B28","2008","G","2008breeder"
"4329.2","t640378","2008-10-09",1,1,"2E9B28","2008","G","2008breeder"
"4329.3","t640378","2008-10-17",5,5,"2E9B28","2008","G","2008breeder"
"4329.4","t640378","2008-11-07",4,4,"2E9B28","2008","G","2008breeder"
"4329.5","t640378","2009-01-26",1,1,"2E9B28","2009","G","2008breeder"
"4329.6","t640378","2009-01-30",8,9,"2E9B28","2009","G","2008breeder"
"4329.7","t640378","2009-01-31",13,14,"2E9B28","2009","G","2008breeder"
"4329.8","t640378","2009-02-04",4,5,"2E9B28","2009","G","2008breeder"
"4329.9","t640378","2009-02-07",3,3,"2E9B28","2009","G","2008breeder"
"4329.10","t640378","2009-02-17",20,20,"2E9B28","2009","G","2008breeder"
"4329.11","t640378","2009-02-27",20,21,"2E9B28","2009","G","2008breeder"
"4329.12","t640378","2009-02-28",9,9,"2E9B28","2009","G","2008breeder"
"4329.13","t640378","2009-03-01",2,2,"2E9B28","2009","G","2008breeder"
"4329.14","t640378","2009-03-02",2,3,"2E9B28","2009","G","2008breeder"
"4329.15","t640378","2009-03-06",2,2,"2E9B28","2009","G","2008breeder"
"4329.16","t640378","2009-10-14",1,1,"2E9B28","2009","G","2008breeder"
"4329.17","t640378","2009-11-15",2,2,"2E9B28","2009","G","2008breeder"
"4032","t640763","2009-11-12",5,5,"2E9B3D","2009","G","2008/09winter"
"4032.1","t640763","2009-12-06",2,2,"2E9B3D","2009","G","2008/09winter"
"4032.2","t640763","2009-12-25",1,1,"2E9B3D","2009","G","2008/09winter"
"4032.3","t640763","2010-02-25",2,3,"2E9B3D","2010","G","2008/09winter"
"4032.4","t640763","2010-03-05",1,2,"2E9B3D","2010","G","2008/09winter"
"6558","tl39659","2008-09-11",6,6,"2E9C0D","2008","G","2008pullus"
"6558.1","tl39659","2009-01-26",6,6,"2E9C0D","2009","G","2008pullus"
"6558.2","tl39659","2009-01-27",14,15,"2E9C0D","2009","G","2008pullus"
"6558.3","tl39659","2009-02-13",4,4,"2E9C0D","2009","G","2008pullus"
"6558.4","tl39659","2009-02-14",5,7,"2E9C0D","2009","G","2008pullus"
"6558.5","tl39659","2009-02-15",12,13,"2E9C0D","2009","G","2008pullus"
"6558.6","tl39659","2009-02-16",38,42,"2E9C0D","2009","G","2008pullus"
"6558.7","tl39659","2009-02-17",38,43,"2E9C0D","2009","G","2008pullus"
"6558.8","tl39659","2009-02-18",3,4,"2E9C0D","2009","G","2008pullus"
"6558.9","tl39659","2009-02-20",6,6,"2E9C0D","2009","G","2008pullus"
"6558.10","tl39659","2009-02-21",6,6,"2E9C0D","2009","G","2008pullus"
"6558.11","tl39659","2009-02-26",9,10,"2E9C0D","2009","G","2008pullus"
"6558.12","tl39659","2009-02-27",33,36,"2E9C0D","2009","G","2008pullus"
"6558.13","tl39659","2009-02-28",1,1,"2E9C0D","2009","G","2008pullus"
"6558.14","tl39659","2009-03-01",1,2,"2E9C0D","2009","G","2008pullus"
"6558.15","tl39659","2010-01-24",1,2,"2E9C0D","2010","G","2008pullus"
"6558.16","tl39659","2010-02-11",21,24,"2E9C0D","2010","G","2008pullus"
"6558.17","tl39659","2010-03-04",32,36,"2E9C0D","2010","G","2008pullus"
"6558.18","tl39659","2010-03-05",33,34,"2E9C0D","2010","G","2008pullus"
"6558.19","tl39659","2010-03-06",38,42,"2E9C0D","2010","G","2008pullus"
"6558.20","tl39659","2010-03-07",3,3,"2E9C0D","2010","G","2008pullus"
"4443","tk26078","2008-09-06",29,29,"2E9C1D","2008","G","2008breeder"
"4443.1","tk26078","2008-09-07",31,33,"2E9C1D","2008","G","2008breeder"
"4443.2","tk26078","2008-09-08",7,8,"2E9C1D","2008","G","2008breeder"
"4443.3","tk26078","2008-09-09",1,1,"2E9C1D","2008","G","2008breeder"
"4443.4","tk26078","2008-09-22",9,9,"2E9C1D","2008","G","2008breeder"
"4443.5","tk26078","2008-09-23",16,16,"2E9C1D","2008","G","2008breeder"
"4443.6","tk26078","2008-09-24",3,3,"2E9C1D","2008","G","2008breeder"
"4443.7","tk26078","2009-02-17",9,9,"2E9C1D","2009","G","2008breeder"
"4443.8","tk26078","2009-02-18",11,11,"2E9C1D","2009","G","2008breeder"
"4443.9","tk26078","2009-02-20",15,15,"2E9C1D","2009","G","2008breeder"
"4443.10","tk26078","2009-02-21",15,17,"2E9C1D","2009","G","2008breeder"
"4443.11","tk26078","2009-09-18",1,1,"2E9C1D","2009","G","2008breeder"
"4443.12","tk26078","2009-10-01",5,6,"2E9C1D","2009","G","2008breeder"
"4443.13","tk26078","2009-10-04",2,2,"2E9C1D","2009","G","2008breeder"
"4443.14","tk26078","2009-10-05",7,7,"2E9C1D","2009","G","2008breeder"
"4443.15","tk26078","2009-10-23",2,2,"2E9C1D","2009","G","2008breeder"
"4443.16","tk26078","2010-01-29",22,23,"2E9C1D","2010","G","2008breeder"
"4443.17","tk26078","2010-01-30",5,5,"2E9C1D","2010","G","2008breeder"
"4443.18","tk26078","2010-01-31",4,4,"2E9C1D","2010","G","2008breeder"
"4443.19","tk26078","2010-02-02",1,2,"2E9C1D","2010","G","2008breeder"
"4443.20","tk26078","2010-02-03",9,10,"2E9C1D","2010","G","2008breeder"
"4443.21","tk26078","2010-02-15",9,9,"2E9C1D","2010","G","2008breeder"
"4443.22","tk26078","2010-02-18",6,6,"2E9C1D","2010","G","2008breeder"
"4443.23","tk26078","2010-02-24",5,5,"2E9C1D","2010","G","2008breeder"
"4443.24","tk26078","2010-02-25",4,4,"2E9C1D","2010","G","2008breeder"
"4443.25","tk26078","2010-03-01",12,12,"2E9C1D","2010","G","2008breeder"
"4443.26","tk26078","2010-03-02",23,26,"2E9C1D","2010","G","2008breeder"
"5546","tl37526","2008-11-12",37,42,"2E9D20","2008","G","2008pullus"
"5546.1","tl37526","2008-11-13",1,1,"2E9D20","2008","G","2008pullus"
"5546.2","tl37526","2008-11-14",1,1,"2E9D20","2008","G","2008pullus"
"5546.3","tl37526","2008-11-22",1,1,"2E9D20","2008","G","2008pullus"
"5546.4","tl37526","2008-12-12",1,1,"2E9D20","2008","G","2008pullus"
"8276","x237998","2010-02-09",18,19,"2E9D63","2010","G","2009/10winter"
"8276.1","x237998","2010-02-10",4,5,"2E9D63","2010","G","2009/10winter"
"8276.2","x237998","2010-02-14",1,1,"2E9D63","2010","G","2009/10winter"
"8276.3","x237998","2010-02-20",1,1,"2E9D63","2010","G","2009/10winter"
"8276.4","x237998","2010-02-21",1,1,"2E9D63","2010","G","2009/10winter"
"8276.5","x237998","2010-02-24",10,10,"2E9D63","2010","G","2009/10winter"
"8276.6","x237998","2010-02-25",2,3,"2E9D63","2010","G","2009/10winter"
"8276.7","x237998","2010-03-02",3,3,"2E9D63","2010","G","2009/10winter"
"8276.8","x237998","2010-03-03",32,34,"2E9D63","2010","G","2009/10winter"
"8276.9","x237998","2010-03-04",47,48,"2E9D63","2010","G","2009/10winter"
"8276.10","x237998","2010-03-05",20,23,"2E9D63","2010","G","2009/10winter"
"8276.11","x237998","2010-03-06",1,1,"2E9D63","2010","G","2009/10winter"
"4472","tk27505","2008-09-08",11,13,"2E9D8E","2008","G","2008breeder"
"4472.1","tk27505","2008-09-09",25,27,"2E9D8E","2008","G","2008breeder"
"4472.2","tk27505","2008-09-10",23,25,"2E9D8E","2008","G","2008breeder"
"4472.3","tk27505","2008-09-11",2,3,"2E9D8E","2008","G","2008breeder"
"4472.4","tk27505","2008-09-15",29,33,"2E9D8E","2008","G","2008breeder"
"4472.5","tk27505","2008-09-16",45,50,"2E9D8E","2008","G","2008breeder"
"4472.6","tk27505","2008-09-17",28,31,"2E9D8E","2008","G","2008breeder"
"4472.7","tk27505","2008-09-18",2,3,"2E9D8E","2008","G","2008breeder"
"4472.8","tk27505","2008-09-19",14,15,"2E9D8E","2008","G","2008breeder"
"4472.9","tk27505","2008-09-20",3,6,"2E9D8E","2008","G","2008breeder"
"4472.10","tk27505","2008-09-25",3,3,"2E9D8E","2008","G","2008breeder"
"4472.11","tk27505","2008-09-26",26,32,"2E9D8E","2008","G","2008breeder"
"4472.12","tk27505","2008-09-27",26,29,"2E9D8E","2008","G","2008breeder"
"4472.13","tk27505","2008-09-29",23,25,"2E9D8E","2008","G","2008breeder"
"4472.14","tk27505","2008-09-30",39,41,"2E9D8E","2008","G","2008breeder"
"4472.15","tk27505","2008-10-01",22,24,"2E9D8E","2008","G","2008breeder"
"4472.16","tk27505","2008-10-03",8,8,"2E9D8E","2008","G","2008breeder"
"4472.17","tk27505","2008-10-04",15,15,"2E9D8E","2008","G","2008breeder"
"4472.18","tk27505","2008-10-09",18,18,"2E9D8E","2008","G","2008breeder"
"4472.19","tk27505","2008-10-10",29,31,"2E9D8E","2008","G","2008breeder"
"4472.20","tk27505","2008-10-11",16,18,"2E9D8E","2008","G","2008breeder"
"4472.21","tk27505","2008-10-16",18,19,"2E9D8E","2008","G","2008breeder"
"4472.22","tk27505","2008-10-17",5,5,"2E9D8E","2008","G","2008breeder"
"4472.23","tk27505","2008-10-21",27,54,"2E9D8E","2008","G","2008breeder"
"4472.24","tk27505","2008-10-23",14,14,"2E9D8E","2008","G","2008breeder"
"4472.25","tk27505","2008-10-24",21,21,"2E9D8E","2008","G","2008breeder"
"4472.26","tk27505","2008-10-25",7,10,"2E9D8E","2008","G","2008breeder"
"4472.27","tk27505","2008-10-27",22,24,"2E9D8E","2008","G","2008breeder"
"4472.28","tk27505","2008-10-28",38,43,"2E9D8E","2008","G","2008breeder"
"4472.29","tk27505","2008-10-29",24,26,"2E9D8E","2008","G","2008breeder"
"4472.30","tk27505","2008-10-30",25,28,"2E9D8E","2008","G","2008breeder"
"4472.31","tk27505","2008-10-31",24,25,"2E9D8E","2008","G","2008breeder"
"4472.32","tk27505","2008-11-01",9,10,"2E9D8E","2008","G","2008breeder"
"4472.33","tk27505","2008-11-12",1,2,"2E9D8E","2008","G","2008breeder"
"4472.34","tk27505","2008-11-13",17,17,"2E9D8E","2008","G","2008breeder"
"4472.35","tk27505","2008-11-25",38,42,"2E9D8E","2008","G","2008breeder"
"4472.36","tk27505","2008-11-26",11,11,"2E9D8E","2008","G","2008breeder"
"4472.37","tk27505","2008-12-04",14,15,"2E9D8E","2008","G","2008breeder"
"4472.38","tk27505","2008-12-05",24,24,"2E9D8E","2008","G","2008breeder"
"4472.39","tk27505","2008-12-06",9,9,"2E9D8E","2008","G","2008breeder"
"4014","t640650","2009-02-19",2,2,"2E9DD0","2009","G","2008/09winter"
"4014.1","t640650","2009-02-20",37,38,"2E9DD0","2009","G","2008/09winter"
"4014.2","t640650","2009-02-21",26,31,"2E9DD0","2009","G","2008/09winter"
"4014.3","t640650","2009-02-24",18,21,"2E9DD0","2009","G","2008/09winter"
"4014.4","t640650","2009-02-26",25,26,"2E9DD0","2009","G","2008/09winter"
"4014.5","t640650","2009-09-11",1,1,"2E9DD0","2009","G","2008/09winter"
"4014.6","t640650","2009-10-28",2,2,"2E9DD0","2009","G","2008/09winter"
"4014.7","t640650","2010-02-05",1,1,"2E9DD0","2010","G","2008/09winter"
"4014.8","t640650","2010-02-23",2,2,"2E9DD0","2010","G","2008/09winter"
"4014.9","t640650","2010-02-24",8,8,"2E9DD0","2010","G","2008/09winter"
"4014.10","t640650","2010-02-25",2,2,"2E9DD0","2010","G","2008/09winter"
"4014.11","t640650","2010-03-05",11,12,"2E9DD0","2010","G","2008/09winter"
"663","t642495","2007-08-03",1,1,"2E9E11","2007","G","2007breeder"
"663.1","t642495","2007-08-04",20,20,"2E9E11","2007","G","2007breeder"
"663.2","t642495","2007-08-05",31,31,"2E9E11","2007","G","2007breeder"
"663.3","t642495","2007-08-06",38,40,"2E9E11","2007","G","2007breeder"
"663.4","t642495","2007-08-07",39,41,"2E9E11","2007","G","2007breeder"
"663.5","t642495","2007-08-08",39,41,"2E9E11","2007","G","2007breeder"
"663.6","t642495","2007-08-09",38,39,"2E9E11","2007","G","2007breeder"
"663.7","t642495","2007-08-10",35,38,"2E9E11","2007","G","2007breeder"
"663.8","t642495","2007-08-11",14,16,"2E9E11","2007","G","2007breeder"
"663.9","t642495","2007-08-12",1,1,"2E9E11","2007","G","2007breeder"
"663.10","t642495","2007-08-16",7,7,"2E9E11","2007","G","2007breeder"
"663.11","t642495","2007-08-17",40,44,"2E9E11","2007","G","2007breeder"
"663.12","t642495","2007-08-18",52,61,"2E9E11","2007","G","2007breeder"
"663.13","t642495","2007-08-19",41,43,"2E9E11","2007","G","2007breeder"
"663.14","t642495","2007-08-20",26,28,"2E9E11","2007","G","2007breeder"
"663.15","t642495","2007-08-21",1,1,"2E9E11","2007","G","2007breeder"
"663.16","t642495","2007-09-07",33,35,"2E9E11","2007","G","2007breeder"
"663.17","t642495","2007-09-08",16,17,"2E9E11","2007","G","2007breeder"
"663.18","t642495","2007-09-09",16,17,"2E9E11","2007","G","2007breeder"
"663.19","t642495","2007-09-22",2,2,"2E9E11","2007","G","2007breeder"
"663.20","t642495","2007-09-23",4,4,"2E9E11","2007","G","2007breeder"
"663.21","t642495","2007-09-26",16,16,"2E9E11","2007","G","2007breeder"
"663.22","t642495","2007-09-27",21,24,"2E9E11","2007","G","2007breeder"
"663.23","t642495","2007-09-28",25,28,"2E9E11","2007","G","2007breeder"
"663.24","t642495","2007-09-29",19,19,"2E9E11","2007","G","2007breeder"
"663.25","t642495","2007-10-12",8,8,"2E9E11","2007","G","2007breeder"
"663.26","t642495","2007-10-19",5,5,"2E9E11","2007","G","2007breeder"
"663.27","t642495","2007-10-21",10,10,"2E9E11","2007","G","2007breeder"
"663.28","t642495","2007-10-24",9,9,"2E9E11","2007","G","2007breeder"
"663.29","t642495","2007-10-25",42,42,"2E9E11","2007","G","2007breeder"
"663.30","t642495","2007-10-26",15,15,"2E9E11","2007","G","2007breeder"
"663.31","t642495","2007-11-01",3,3,"2E9E11","2007","G","2007breeder"
"663.32","t642495","2007-11-02",4,4,"2E9E11","2007","G","2007breeder"
"663.33","t642495","2007-11-03",20,20,"2E9E11","2007","G","2007breeder"
"663.34","t642495","2007-11-04",3,3,"2E9E11","2007","G","2007breeder"
"663.35","t642495","2007-11-09",33,34,"2E9E11","2007","G","2007breeder"
"663.36","t642495","2007-11-16",16,16,"2E9E11","2007","G","2007breeder"
"663.37","t642495","2007-11-18",9,9,"2E9E11","2007","G","2007breeder"
"663.38","t642495","2007-11-26",3,3,"2E9E11","2007","G","2007breeder"
"663.39","t642495","2007-11-27",3,3,"2E9E11","2007","G","2007breeder"
"663.40","t642495","2007-11-28",11,11,"2E9E11","2007","G","2007breeder"
"663.41","t642495","2007-11-30",50,54,"2E9E11","2007","G","2007breeder"
"663.42","t642495","2007-12-01",43,46,"2E9E11","2007","G","2007breeder"
"663.43","t642495","2007-12-02",29,30,"2E9E11","2007","G","2007breeder"
"663.44","t642495","2007-12-03",7,7,"2E9E11","2007","G","2007breeder"
"663.45","t642495","2007-12-04",23,24,"2E9E11","2007","G","2007breeder"
"663.46","t642495","2007-12-05",19,19,"2E9E11","2007","G","2007breeder"
"663.47","t642495","2007-12-06",19,21,"2E9E11","2007","G","2007breeder"
"663.48","t642495","2007-12-07",7,7,"2E9E11","2007","G","2007breeder"
"663.49","t642495","2007-12-08",5,5,"2E9E11","2007","G","2007breeder"
"663.50","t642495","2007-12-21",37,37,"2E9E11","2007","G","2007breeder"
"663.51","t642495","2007-12-22",17,17,"2E9E11","2007","G","2007breeder"
"663.52","t642495","2007-12-24",1,1,"2E9E11","2007","G","2007breeder"
"663.53","t642495","2007-12-30",39,41,"2E9E11","2007","G","2007breeder"
"663.54","t642495","2007-12-31",1,1,"2E9E11","2007","G","2007breeder"
"663.55","t642495","2008-01-03",3,3,"2E9E11","2008","G","2007breeder"
"663.56","t642495","2008-01-04",3,3,"2E9E11","2008","G","2007breeder"
"663.57","t642495","2008-01-05",13,13,"2E9E11","2008","G","2007breeder"
"663.58","t642495","2008-01-06",5,5,"2E9E11","2008","G","2007breeder"
"663.59","t642495","2008-01-08",15,15,"2E9E11","2008","G","2007breeder"
"663.60","t642495","2008-01-11",1,1,"2E9E11","2008","G","2007breeder"
"663.61","t642495","2008-01-12",35,39,"2E9E11","2008","G","2007breeder"
"663.62","t642495","2008-01-20",4,4,"2E9E11","2008","G","2007breeder"
"663.63","t642495","2008-01-21",37,41,"2E9E11","2008","G","2007breeder"
"663.64","t642495","2008-01-22",29,34,"2E9E11","2008","G","2007breeder"
"663.65","t642495","2008-01-23",12,13,"2E9E11","2008","G","2007breeder"
"663.66","t642495","2008-01-24",7,7,"2E9E11","2008","G","2007breeder"
"663.67","t642495","2008-01-25",21,22,"2E9E11","2008","G","2007breeder"
"663.68","t642495","2008-01-26",8,9,"2E9E11","2008","G","2007breeder"
"663.69","t642495","2008-02-02",17,17,"2E9E11","2008","G","2007breeder"
"663.70","t642495","2008-02-11",26,28,"2E9E11","2008","G","2007breeder"
"663.71","t642495","2008-02-12",32,33,"2E9E11","2008","G","2007breeder"
"663.72","t642495","2008-02-13",3,3,"2E9E11","2008","G","2007breeder"
"663.73","t642495","2008-02-14",2,2,"2E9E11","2008","G","2007breeder"
"663.74","t642495","2008-02-15",15,15,"2E9E11","2008","G","2007breeder"
"663.75","t642495","2008-02-16",7,9,"2E9E11","2008","G","2007breeder"
"663.76","t642495","2008-02-18",24,26,"2E9E11","2008","G","2007breeder"
"663.77","t642495","2008-02-19",55,58,"2E9E11","2008","G","2007breeder"
"663.78","t642495","2008-02-28",1,1,"2E9E11","2008","G","2007breeder"
"663.79","t642495","2008-02-29",21,28,"2E9E11","2008","G","2007breeder"
"4757","tj26143","2008-09-23",65,78,"2E9EC6","2008","G","2008pullus"
"4757.1","tj26143","2008-09-24",13,23,"2E9EC6","2008","G","2008pullus"
"4757.2","tj26143","2008-10-08",2,3,"2E9EC6","2008","G","2008pullus"
"3985","f464552","2009-10-07",56,61,"2E9EFE","2009","G","2008/09winter"
"3985.1","f464552","2009-10-08",38,38,"2E9EFE","2009","G","2008/09winter"
"3985.2","f464552","2009-10-09",19,25,"2E9EFE","2009","G","2008/09winter"
"3985.3","f464552","2009-10-10",2,3,"2E9EFE","2009","G","2008/09winter"
"3985.4","f464552","2009-10-12",3,4,"2E9EFE","2009","G","2008/09winter"
"3985.5","f464552","2009-10-13",2,2,"2E9EFE","2009","G","2008/09winter"
"3985.6","f464552","2009-11-13",13,14,"2E9EFE","2009","G","2008/09winter"
"3985.7","f464552","2009-11-14",1,1,"2E9EFE","2009","G","2008/09winter"
"3985.8","f464552","2009-11-25",48,52,"2E9EFE","2009","G","2008/09winter"
